LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01004043,Southwark 010E,25,70,325,195,c
E01004044,Southwark 013E,c,c,80,505,c
E01004045,Southwark 027A,c,c,25,645,c
E01004046,Southwark 028E,15,155,140,385,c
E01004047,Southwark 027B,c,30,40,565,c
E01004048,Southwark 027C,20,105,235,305,c
E01004049,Southwark 027D,c,25,20,490,c
E01004050,Southwark 024D,40,95,60,490,c
E01004051,Southwark 027E,10,75,70,470,c
E01004052,Southwark 024E,20,50,225,560,c
E01004053,Southwark 001C,10,55,175,775,c
E01004054,Southwark 001D,c,35,170,600,c
E01004055,Southwark 001E,15,105,255,195,c
E01004056,Southwark 008A,15,65,225,795,c
E01004057,Southwark 008B,30,105,260,620,c
E01004058,Southwark 008C,c,20,75,765,80
E01004059,Southwark 008D,10,95,140,770,c
E01004060,Southwark 008E,c,c,35,905,c
E01004061,Southwark 025A,30,100,235,455,c
E01004062,Southwark 025B,20,30,185,855,c
E01004063,Southwark 025C,25,105,360,415,c
E01004064,Southwark 026D,20,50,140,660,c
E01004065,Southwark 025D,10,40,280,345,c
E01004066,Southwark 025E,20,50,105,720,c
E01004067,Southwark 022E,30,35,95,850,c
E01004068,Southwark 026E,25,85,245,520,c
E01004069,Southwark 031A,100,205,95,115,c
E01004070,Southwark 031B,55,175,245,310,c
E01004071,Southwark 030D,c,100,200,375,c
E01004072,Southwark 030E,20,185,225,220,c
E01004073,Southwark 031C,30,85,390,235,c
E01004074,Southwark 031D,40,275,135,210,c
E01004075,Southwark 031E,55,300,215,95,c
E01004076,Sutton 011A,45,170,250,175,c
E01004077,Sutton 011B,45,400,100,105,c
E01004078,Sutton 011C,20,170,335,195,c
E01004079,Sutton 011D,50,425,c,20,c
E01004080,Sutton 011E,110,380,15,15,c
E01004081,Sutton 011F,30,140,360,110,c
E01004082,Sutton 011G,c,110,345,40,c
E01004083,Sutton 019A,20,80,285,240,c
E01004084,Sutton 024A,390,100,c,20,c
E01004085,Sutton 024B,300,205,40,40,c
E01004086,Sutton 019B,80,225,100,340,c
E01004087,Sutton 017A,235,295,c,10,c
E01004088,Sutton 019C,25,95,270,370,c
E01004089,Sutton 019D,10,50,135,380,c
E01004090,Sutton 021A,c,35,40,515,c
E01004091,Sutton 022A,145,295,40,c,c
E01004092,Sutton 022B,290,115,20,170,c
E01004093,Sutton 025A,255,130,125,135,c
E01004094,Sutton 025B,70,165,215,375,c
E01004095,Sutton 025C,220,70,155,200,c
E01004096,Sutton 021B,20,35,35,695,c
E01004097,Sutton 015A,40,400,75,120,c
E01004098,Sutton 015B,135,165,65,160,c
E01004099,Sutton 015C,50,120,180,455,c
E01004100,Sutton 015D,100,290,60,135,c
E01004101,Sutton 013A,70,365,60,55,c
E01004102,Sutton 015E,115,200,140,170,c
E01004103,Sutton 013B,45,205,140,390,c
E01004104,Sutton 020A,110,365,45,45,c
E01004105,Sutton 022C,140,375,10,175,c
E01004106,Sutton 022D,415,115,25,c,c
E01004107,Sutton 020B,40,230,150,215,c
E01004108,Sutton 024C,220,215,205,75,c
E01004109,Sutton 024D,15,375,25,235,c
E01004110,Sutton 016A,70,270,55,485,c
E01004111,Sutton 016B,55,190,265,195,c
E01004112,Sutton 016C,250,220,65,165,c
E01004114,Sutton 025D,580,c,10,10,c
E01004115,Sutton 009A,45,180,335,125,c
E01004116,Sutton 008A,120,320,15,200,c
E01004117,Sutton 006A,15,125,370,c,c
E01004118,Sutton 009B,20,260,145,305,c
E01004119,Sutton 009C,20,255,205,30,c
E01004120,Sutton 016D,20,440,60,30,c
E01004121,Sutton 006B,65,250,125,215,c
E01004122,Sutton 008B,110,205,180,50,c
E01004123,Sutton 002A,25,130,370,320,c
E01004124,Sutton 002B,20,150,485,30,c
E01004125,Sutton 001A,25,90,395,120,c
E01004126,Sutton 002C,20,130,385,40,c
E01004127,Sutton 005A,45,140,375,100,c
E01004128,Sutton 002D,20,90,370,60,c
E01004129,Sutton 002E,10,110,335,305,c
E01004130,Sutton 003A,40,320,240,70,c
E01004131,Sutton 003B,15,360,110,250,c
E01004132,Sutton 009D,c,105,385,25,c
E01004133,Sutton 009E,10,130,400,c,c
E01004134,Sutton 003C,35,290,90,160,c
E01004135,Sutton 003D,15,415,50,50,c
E01004136,Sutton 003E,10,410,120,20,c
E01004137,Sutton 012A,25,140,215,890,c
E01004138,Sutton 013C,25,130,325,305,c
E01004139,Sutton 013D,30,185,155,285,c
E01004140,Sutton 012B,10,40,50,720,c
E01004141,Sutton 012C,20,65,35,675,c
E01004143,Sutton 014A,20,100,360,165,c
E01004144,Sutton 007A,90,375,70,130,c
E01004145,Sutton 007B,25,250,365,200,c
E01004146,Sutton 007C,25,255,265,210,c
E01004147,Sutton 007D,65,320,160,60,c
E01004148,Sutton 014B,15,115,265,290,c
E01004149,Sutton 012E,75,255,60,430,c
E01004150,Sutton 021C,c,c,45,1090,c
E01004151,Sutton 021D,60,75,35,700,c
E01004152,Sutton 018A,55,15,50,765,c
E01004153,Sutton 021E,30,10,75,825,c
E01004154,Sutton 022E,215,210,c,145,c
E01004155,Sutton 018B,25,50,145,650,c
E01004156,Sutton 018C,15,35,45,875,c
E01004157,Sutton 016E,95,335,c,25,c
E01004158,Sutton 018D,80,110,115,450,c
E01004159,Sutton 014C,85,235,200,125,c
E01004160,Sutton 014D,60,185,130,305,c
E01004161,Sutton 014E,50,210,200,155,c
E01004162,Sutton 018E,40,65,50,610,c
E01004163,Sutton 005B,20,190,370,75,c
E01004164,Sutton 004A,c,180,250,225,c
E01004165,Sutton 005C,20,215,240,250,c
E01004166,Sutton 004B,c,235,115,365,c
E01004167,Sutton 005D,25,155,155,265,c
E01004168,Sutton 013E,30,390,120,55,c
E01004169,Sutton 004C,10,80,155,480,c
E01004170,Sutton 017B,80,225,30,620,c
E01004171,Sutton 010A,40,420,40,80,c
E01004172,Sutton 010B,30,80,30,740,c
E01004173,Sutton 010C,25,275,170,70,c
E01004174,Sutton 017C,45,220,110,320,c
E01004175,Sutton 010D,15,330,160,205,c
E01004176,Sutton 010E,30,115,305,180,c
E01004177,Sutton 020C,45,55,25,875,c
E01004178,Sutton 017D,30,135,145,785,c
E01004179,Sutton 017E,55,315,80,155,c
E01004180,Sutton 020D,335,260,10,45,c
E01004181,Sutton 020E,75,100,75,580,c
E01004182,Sutton 019E,20,140,255,285,c
E01004183,Sutton 001B,15,105,385,190,c
E01004184,Sutton 001C,25,110,430,50,c
E01004185,Sutton 001D,30,135,250,425,c
E01004186,Sutton 004D,20,100,205,480,c
E01004187,Sutton 005E,25,105,405,125,c
E01004189,Sutton 001E,30,125,515,110,c
E01004190,Sutton 008C,30,365,100,25,c
E01004191,Sutton 008D,20,365,130,220,c
E01004192,Sutton 006C,55,180,390,135,c
E01004193,Sutton 006D,60,180,525,335,c
E01004194,Sutton 008E,60,170,250,240,c
E01004195,Sutton 006E,35,245,170,260,c
E01004196,Sutton 008F,100,315,160,55,c
E01004198,Tower Hamlets 002B,c,15,50,545,c
E01004199,Tower Hamlets 002C,c,c,c,575,c
E01004200,Tower Hamlets 005A,c,20,90,520,c
E01004201,Tower Hamlets 002D,c,15,125,540,c
E01004202,Tower Hamlets 005B,c,c,40,830,c
E01004203,Tower Hamlets 005C,c,15,25,695,c
E01004204,Tower Hamlets 005D,c,10,20,700,c
E01004205,Tower Hamlets 013A,c,25,60,750,c
E01004206,Tower Hamlets 013B,c,c,15,575,c
E01004207,Tower Hamlets 011A,10,20,70,440,c
E01004208,Tower Hamlets 013C,20,15,75,680,c
E01004209,Tower Hamlets 011B,c,c,c,475,c
E01004211,Tower Hamlets 013D,c,25,60,710,c
E01004212,Tower Hamlets 011D,c,15,25,800,c
E01004214,Tower Hamlets 030A,c,c,c,685,c
E01004216,Tower Hamlets 030B,c,c,45,750,c
E01004217,Tower Hamlets 030C,20,115,110,645,c
E01004218,Tower Hamlets 030D,15,80,240,520,c
E01004219,Tower Hamlets 035B,c,c,40,1120,c
E01004221,Tower Hamlets 036A,c,30,100,775,c
E01004222,Tower Hamlets 001A,45,60,185,875,c
E01004223,Tower Hamlets 001B,15,35,195,755,c
E01004226,Tower Hamlets 001D,10,20,95,830,c
E01004228,Tower Hamlets 003A,15,40,365,425,c
E01004229,Tower Hamlets 004C,c,30,105,425,c
E01004230,Tower Hamlets 003B,c,30,160,680,c
E01004231,Tower Hamlets 004D,c,10,50,610,c
E01004232,Tower Hamlets 003C,20,40,290,310,c
E01004233,Tower Hamlets 003D,c,c,20,940,c
E01004234,Tower Hamlets 003E,15,15,370,590,c
E01004235,Tower Hamlets 008A,c,c,c,505,c
E01004236,Tower Hamlets 008B,20,35,110,350,c
E01004237,Tower Hamlets 008C,c,c,25,650,c
E01004239,Tower Hamlets 008E,15,30,130,385,c
E01004240,Tower Hamlets 012A,c,c,55,510,c
E01004241,Tower Hamlets 012B,c,c,40,535,c
E01004243,Tower Hamlets 020A,15,25,105,350,c
E01004244,Tower Hamlets 020B,10,40,100,625,c
E01004245,Tower Hamlets 018A,10,10,95,1095,c
E01004247,Tower Hamlets 020C,10,40,40,875,c
E01004248,Tower Hamlets 018C,c,c,30,615,c
E01004249,Tower Hamlets 018D,15,25,75,740,c
E01004251,Tower Hamlets 023A,15,c,40,925,c
E01004255,Tower Hamlets 023C,c,25,20,620,c
E01004256,Tower Hamlets 024C,c,30,90,510,c
E01004257,Tower Hamlets 024D,c,15,60,700,c
E01004258,Tower Hamlets 023D,c,c,60,715,c
E01004259,Tower Hamlets 007A,c,c,25,800,c
E01004260,Tower Hamlets 007B,c,c,15,620,c
E01004263,Tower Hamlets 007C,15,20,150,320,c
E01004264,Tower Hamlets 010C,c,20,60,380,c
E01004266,Tower Hamlets 007D,c,20,195,355,c
E01004267,Tower Hamlets 012D,10,40,85,815,20
E01004268,Tower Hamlets 012E,c,c,c,760,c
E01004270,Tower Hamlets 014B,20,25,240,615,c
E01004271,Tower Hamlets 014C,c,c,10,915,c
E01004272,Tower Hamlets 014D,30,c,10,865,c
E01004274,Tower Hamlets 031A,15,55,175,440,c
E01004275,Tower Hamlets 031B,15,85,305,555,c
E01004276,Tower Hamlets 031C,c,20,75,970,c
E01004277,Tower Hamlets 033A,c,15,c,1120,c
E01004280,Tower Hamlets 032A,10,50,95,635,c
E01004281,Tower Hamlets 031D,10,50,155,705,c
E01004283,Tower Hamlets 016A,20,25,70,660,c
E01004286,Tower Hamlets 019C,20,55,300,510,c
E01004287,Tower Hamlets 016B,c,10,10,885,c
E01004288,Tower Hamlets 019D,10,10,120,500,c
E01004289,Tower Hamlets 016C,c,15,165,515,c
E01004290,Tower Hamlets 016D,c,25,135,660,c
E01004291,Tower Hamlets 027A,c,c,15,1135,c
E01004292,Tower Hamlets 026A,30,35,290,510,c
E01004293,Tower Hamlets 027B,c,10,75,1175,20
E01004295,Tower Hamlets 026C,c,15,25,665,c
E01004296,Tower Hamlets 026D,c,10,40,1155,c
E01004297,Tower Hamlets 027C,c,20,110,890,c
E01004298,Tower Hamlets 022A,10,25,40,545,c
E01004300,Tower Hamlets 022B,c,c,35,530,c
E01004301,Tower Hamlets 025B,c,c,15,515,c
E01004302,Tower Hamlets 025C,c,c,15,565,c
E01004303,Tower Hamlets 025D,15,10,75,1015,c
E01004304,Tower Hamlets 022C,c,20,50,590,c
E01004305,Tower Hamlets 022D,c,10,45,655,c
E01004306,Tower Hamlets 015A,c,20,140,630,c
E01004307,Tower Hamlets 015B,10,c,35,1260,c
E01004308,Tower Hamlets 015C,10,40,120,380,c
E01004309,Tower Hamlets 015D,c,20,45,1020,c
E01004310,Tower Hamlets 015E,c,10,40,925,c
E01004311,Tower Hamlets 006A,c,c,35,780,c
E01004312,Tower Hamlets 009A,c,c,20,480,c
E01004313,Tower Hamlets 009B,c,10,25,820,c
E01004315,Tower Hamlets 006C,c,55,90,590,c
E01004316,Tower Hamlets 009C,c,c,c,515,c
E01004319,Tower Hamlets 021A,c,15,35,860,c
E01004321,Tower Hamlets 021C,c,20,100,835,c
E01004322,Tower Hamlets 017A,c,c,15,545,c
E01004323,Tower Hamlets 017B,15,25,130,355,c
E01004324,Tower Hamlets 017C,c,15,50,480,c
E01004326,Tower Hamlets 017D,c,c,c,895,c
E01004327,Waltham Forest 028A,20,55,240,190,c
E01004328,Waltham Forest 028B,35,60,330,290,c
E01004329,Waltham Forest 028C,35,80,390,190,c
E01004330,Waltham Forest 028D,35,50,475,80,c
E01004331,Waltham Forest 028E,40,80,405,130,c
E01004332,Waltham Forest 028F,20,105,240,335,c
E01004333,Waltham Forest 024A,15,40,240,335,c
E01004334,Waltham Forest 024B,15,80,95,470,c
E01004335,Waltham Forest 027A,25,40,175,450,c
E01004336,Waltham Forest 026A,40,70,270,260,c
E01004337,Waltham Forest 027B,60,105,395,135,c
E01004338,Waltham Forest 027C,35,85,295,280,c
E01004339,Waltham Forest 027D,25,70,300,335,c
E01004340,Waltham Forest 027E,25,50,265,410,c
E01004341,Waltham Forest 027F,45,95,260,405,c
E01004342,Waltham Forest 011A,40,95,425,200,c
E01004343,Waltham Forest 008A,20,110,460,70,c
E01004344,Waltham Forest 008B,25,70,300,290,c
E01004345,Waltham Forest 010A,45,80,410,105,c
E01004346,Waltham Forest 011B,15,105,440,20,c
E01004347,Waltham Forest 011C,25,55,330,430,c
E01004348,Waltham Forest 010B,40,155,475,590,c
E01004349,Waltham Forest 001A,25,350,100,80,c
E01004350,Waltham Forest 001B,20,300,60,600,c
E01004351,Waltham Forest 001C,35,265,280,70,c
E01004352,Waltham Forest 002A,100,280,90,365,c
E01004353,Waltham Forest 002B,85,375,95,255,c
E01004354,Waltham Forest 002C,25,195,330,265,c
E01004355,Waltham Forest 004A,30,205,40,440,c
E01004356,Waltham Forest 001D,30,395,115,75,c
E01004357,Waltham Forest 001E,40,390,70,85,c
E01004358,Waltham Forest 002D,55,225,95,550,c
E01004359,Waltham Forest 002E,15,300,225,85,c
E01004360,Waltham Forest 004B,20,380,55,40,c
E01004361,Waltham Forest 005A,20,330,135,20,c
E01004362,Waltham Forest 021A,20,95,135,455,c
E01004363,Waltham Forest 019A,30,90,315,105,c
E01004364,Waltham Forest 019B,30,120,285,215,c
E01004365,Waltham Forest 020A,35,45,295,470,c
E01004366,Waltham Forest 019C,30,80,405,175,c
E01004367,Waltham Forest 019D,25,70,275,205,c
E01004368,Waltham Forest 019E,70,75,230,430,c
E01004369,Waltham Forest 023A,c,55,130,475,c
E01004370,Waltham Forest 023B,25,60,275,480,c
E01004371,Waltham Forest 025A,10,50,335,240,c
E01004372,Waltham Forest 023C,c,30,125,560,c
E01004373,Waltham Forest 025B,30,60,265,370,c
E01004374,Waltham Forest 025C,45,55,395,235,c
E01004375,Waltham Forest 025D,20,75,270,385,c
E01004376,Waltham Forest 025E,25,65,285,335,c
E01004377,Waltham Forest 010C,35,275,285,35,c
E01004378,Waltham Forest 010D,35,155,300,205,c
E01004379,Waltham Forest 007A,15,60,460,210,c
E01004380,Waltham Forest 007B,50,220,135,225,c
E01004381,Waltham Forest 007C,10,120,390,235,c
E01004382,Waltham Forest 008C,c,25,165,445,c
E01004383,Waltham Forest 007D,20,230,280,60,c
E01004384,Waltham Forest 003A,20,220,265,260,c
E01004385,Waltham Forest 003B,25,150,105,400,c
E01004386,Waltham Forest 003C,55,465,90,50,c
E01004387,Waltham Forest 007E,45,175,245,65,c
E01004388,Waltham Forest 007F,40,215,25,410,c
E01004389,Waltham Forest 003D,25,280,205,190,c
E01004390,Waltham Forest 003E,25,240,265,115,c
E01004391,Waltham Forest 014A,20,30,155,810,c
E01004392,Waltham Forest 017A,30,60,265,735,c
E01004393,Waltham Forest 014B,c,20,110,675,c
E01004394,Waltham Forest 017B,35,50,225,520,c
E01004395,Waltham Forest 018A,30,45,445,80,c
E01004396,Waltham Forest 012A,40,60,450,185,c
E01004397,Waltham Forest 017C,25,55,250,855,c
E01004398,Waltham Forest 009A,45,195,310,145,c
E01004399,Waltham Forest 009B,50,140,255,160,c
E01004400,Waltham Forest 009C,30,115,315,215,c
E01004401,Waltham Forest 014C,45,80,475,350,c
E01004402,Waltham Forest 009D,40,110,375,170,c
E01004403,Waltham Forest 009E,35,145,320,425,c
E01004404,Waltham Forest 014D,20,80,180,880,c
E01004405,Waltham Forest 020B,25,105,190,320,c
E01004406,Waltham Forest 016A,25,35,195,540,c
E01004407,Waltham Forest 013A,c,10,25,635,25
E01004408,Waltham Forest 016B,25,60,295,345,c
E01004409,Waltham Forest 016C,20,95,200,470,c
E01004410,Waltham Forest 013B,15,75,120,645,c
E01004411,Waltham Forest 016D,20,40,200,550,c
E01004412,Waltham Forest 015A,20,120,230,410,c
E01004413,Waltham Forest 004C,25,165,325,215,c
E01004414,Waltham Forest 005B,30,195,325,110,c
E01004415,Waltham Forest 004D,30,250,195,175,c
E01004416,Waltham Forest 004E,15,325,190,215,c
E01004417,Waltham Forest 005C,30,175,260,260,c
E01004418,Waltham Forest 008D,20,95,360,195,c
E01004419,Waltham Forest 008E,40,115,345,465,c
E01004420,Waltham Forest 020C,40,70,325,370,c
E01004421,Waltham Forest 018B,50,110,355,105,c
E01004422,Waltham Forest 022A,40,90,330,620,c
E01004423,Waltham Forest 020D,30,70,180,480,c
E01004424,Waltham Forest 022B,35,75,260,425,c
E01004425,Waltham Forest 022C,15,30,55,780,c
E01004426,Waltham Forest 022D,30,65,385,150,c
E01004427,Waltham Forest 022E,20,35,80,745,c
E01004428,Waltham Forest 026B,25,105,180,415,c
E01004429,Waltham Forest 026C,35,85,235,355,c
E01004430,Waltham Forest 026D,35,65,320,705,c
E01004432,Waltham Forest 023D,35,75,360,275,c
E01004434,Waltham Forest 026E,25,70,265,440,c
E01004435,Waltham Forest 023E,30,90,160,605,c
E01004436,Waltham Forest 021B,30,115,100,360,c
E01004437,Waltham Forest 021C,20,85,90,610,c
E01004438,Waltham Forest 024C,35,70,310,465,c
E01004439,Waltham Forest 021D,20,95,195,380,c
E01004440,Waltham Forest 024D,15,60,265,530,c
E01004441,Waltham Forest 024E,15,50,275,300,c
E01004442,Waltham Forest 021E,15,85,245,325,c
E01004443,Waltham Forest 016E,60,75,250,430,c
E01004444,Waltham Forest 017D,35,60,260,840,c
E01004445,Waltham Forest 018C,60,45,400,190,c
E01004446,Waltham Forest 017E,30,60,460,275,c
E01004447,Waltham Forest 016F,30,60,435,160,c
E01004448,Waltham Forest 018D,30,95,350,325,c
E01004449,Waltham Forest 018E,50,110,315,185,c
E01004450,Waltham Forest 006A,20,185,395,25,c
E01004451,Waltham Forest 005D,15,220,295,115,c
E01004452,Waltham Forest 005E,20,110,295,395,c
E01004453,Waltham Forest 006B,55,145,205,285,c
E01004454,Waltham Forest 006C,50,155,265,255,c
E01004455,Waltham Forest 006D,45,130,290,160,c
E01004456,Waltham Forest 006E,50,120,305,95,c
E01004457,Waltham Forest 012B,20,70,240,465,c
E01004458,Waltham Forest 012C,40,70,455,225,c
E01004459,Waltham Forest 012D,20,70,150,300,c
E01004460,Waltham Forest 011D,40,115,400,170,c
E01004462,Waltham Forest 011E,30,165,215,460,c
E01004463,Waltham Forest 012E,15,35,135,735,c
E01004464,Waltham Forest 013C,c,35,110,595,c
E01004465,Waltham Forest 015B,15,40,375,155,c
E01004466,Waltham Forest 015C,20,105,355,215,c
E01004467,Waltham Forest 015D,25,80,115,755,c
E01004468,Waltham Forest 015E,30,215,160,285,c
E01004469,Waltham Forest 013D,10,90,110,450,c
E01004470,Waltham Forest 013E,25,80,250,280,c
E01004471,Waltham Forest 013F,20,75,155,435,c
E01004472,Wandsworth 021A,20,70,350,365,c
E01004473,Wandsworth 026A,c,40,305,450,c
E01004474,Wandsworth 021B,c,30,85,960,c
E01004475,Wandsworth 026B,15,95,95,475,c
E01004476,Wandsworth 021C,c,25,80,925,c
E01004477,Wandsworth 017A,30,170,270,170,c
E01004478,Wandsworth 017B,c,45,330,165,c
E01004479,Wandsworth 017C,25,155,150,325,c
E01004480,Wandsworth 026C,c,15,270,420,c
E01004481,Wandsworth 029A,c,25,130,590,c
E01004482,Wandsworth 030A,c,45,225,360,c
E01004483,Wandsworth 026D,c,25,135,875,c
E01004484,Wandsworth 026E,c,75,95,510,c
E01004485,Wandsworth 030B,c,50,180,565,c
E01004486,Wandsworth 026F,10,60,75,650,c
E01004487,Wandsworth 030C,c,30,110,610,c
E01004488,Wandsworth 029B,c,55,190,350,c
E01004489,Wandsworth 030D,10,35,140,445,c
E01004490,Wandsworth 031A,c,25,320,270,c
E01004491,Wandsworth 031B,15,30,115,1050,c
E01004492,Wandsworth 031C,c,35,325,415,c
E01004493,Wandsworth 019A,15,40,290,545,c
E01004494,Wandsworth 018A,c,25,185,630,c
E01004495,Wandsworth 024A,c,15,70,450,c
E01004496,Wandsworth 024B,10,20,165,800,c
E01004497,Wandsworth 024C,25,100,320,100,c
E01004498,Wandsworth 031D,c,25,180,585,10
E01004499,Wandsworth 020A,15,50,120,580,c
E01004500,Wandsworth 014A,c,10,70,1010,c
E01004501,Wandsworth 014B,40,35,125,520,c
E01004502,Wandsworth 020B,25,115,265,310,c
E01004503,Wandsworth 014C,60,55,30,630,c
E01004504,Wandsworth 020C,65,180,90,255,c
E01004505,Wandsworth 014D,20,30,40,785,c
E01004506,Wandsworth 011A,40,50,35,1080,c
E01004507,Wandsworth 014E,15,55,90,1210,c
E01004508,Wandsworth 012A,20,80,100,875,c
E01004510,Wandsworth 012B,15,55,130,745,c
E01004511,Wandsworth 010B,c,75,200,440,c
E01004512,Wandsworth 019B,10,30,245,345,c
E01004513,Wandsworth 018B,c,25,75,785,c
E01004514,Wandsworth 012C,c,45,430,355,c
E01004515,Wandsworth 012D,c,15,160,630,c
E01004516,Wandsworth 036A,30,160,250,90,c
E01004517,Wandsworth 037A,20,100,195,630,c
E01004518,Wandsworth 036B,10,90,275,315,c
E01004519,Wandsworth 036C,30,125,290,200,c
E01004520,Wandsworth 036D,15,65,255,120,c
E01004521,Wandsworth 037B,25,70,355,340,c
E01004522,Wandsworth 037C,25,80,215,365,c
E01004523,Wandsworth 036E,55,125,105,475,c
E01004524,Wandsworth 037D,10,15,45,775,c
E01004525,Wandsworth 035A,20,40,185,540,c
E01004526,Wandsworth 035B,20,45,75,670,c
E01004527,Wandsworth 035C,15,45,330,240,c
E01004528,Wandsworth 035D,20,45,200,490,c
E01004529,Wandsworth 035E,10,60,120,760,c
E01004530,Wandsworth 035F,15,60,210,495,c
E01004531,Wandsworth 033A,25,85,490,70,c
E01004532,Wandsworth 032A,10,60,245,345,c
E01004533,Wandsworth 033B,25,75,465,80,c
E01004534,Wandsworth 008A,c,45,480,335,c
E01004535,Wandsworth 007A,c,c,c,735,c
E01004536,Wandsworth 008B,c,15,40,915,c
E01004537,Wandsworth 007B,c,c,35,980,c
E01004538,Wandsworth 007C,c,15,105,1000,c
E01004539,Wandsworth 003A,c,60,20,745,c
E01004540,Wandsworth 003B,10,30,145,975,c
E01004541,Wandsworth 007D,30,20,105,700,c
E01004542,Wandsworth 021D,c,45,300,280,c
E01004543,Wandsworth 027A,50,140,165,420,c
E01004544,Wandsworth 021E,15,35,275,290,c
E01004545,Wandsworth 027B,c,25,80,1020,c
E01004546,Wandsworth 027C,10,30,200,415,c
E01004547,Wandsworth 029C,40,130,120,305,c
E01004548,Wandsworth 029D,10,80,105,910,c
E01004549,Wandsworth 027D,20,90,185,405,c
E01004550,Wandsworth 017D,30,80,145,315,c
E01004551,Wandsworth 012E,c,c,50,815,c
E01004552,Wandsworth 008C,c,15,85,910,c
E01004553,Wandsworth 015A,c,45,215,575,c
E01004554,Wandsworth 009A,c,25,295,340,c
E01004555,Wandsworth 017E,c,40,420,140,c
E01004556,Wandsworth 009B,c,80,330,200,c
E01004557,Wandsworth 015B,10,55,300,340,c
E01004558,Wandsworth 015C,25,75,230,380,c
E01004559,Wandsworth 015D,15,100,175,250,c
E01004560,Wandsworth 001A,c,25,70,960,c
E01004563,Wandsworth 039E,c,c,c,935,c
E01004564,Wandsworth 039D,20,30,185,670,c
E01004565,Wandsworth 005A,10,10,160,660,c
E01004566,Wandsworth 001B,c,25,90,785,c
E01004567,Wandsworth 039A,c,c,c,1035,c
E01004568,Wandsworth 013A,c,c,c,475,c
E01004569,Wandsworth 023A,85,75,150,465,c
E01004570,Wandsworth 023B,c,10,15,730,c
E01004571,Wandsworth 023C,10,30,70,595,c
E01004572,Wandsworth 016A,40,25,55,605,c
E01004573,Wandsworth 023D,35,70,135,440,c
E01004574,Wandsworth 013B,15,c,25,700,c
E01004575,Wandsworth 013C,c,10,50,650,c
E01004576,Wandsworth 013D,100,30,110,400,c
E01004577,Wandsworth 003C,10,45,145,760,c
E01004579,Wandsworth 004B,20,180,160,520,c
E01004580,Wandsworth 004C,c,45,95,835,c
E01004581,Wandsworth 004D,c,15,35,885,c
E01004582,Wandsworth 001C,10,15,100,1110,c
E01004583,Wandsworth 001D,c,35,100,810,c
E01004584,Wandsworth 003D,c,c,c,745,c
E01004585,Wandsworth 008D,15,30,370,475,c
E01004586,Wandsworth 009C,c,20,175,715,c
E01004587,Wandsworth 009D,c,30,325,370,c
E01004588,Wandsworth 008E,c,20,325,555,c
E01004589,Wandsworth 009E,c,35,240,480,c
E01004590,Wandsworth 005B,30,70,455,295,c
E01004591,Wandsworth 005C,c,30,195,690,c
E01004592,Wandsworth 005D,20,35,485,265,c
E01004593,Wandsworth 025A,c,40,230,605,c
E01004594,Wandsworth 020D,c,35,440,170,c
E01004595,Wandsworth 025B,c,35,265,525,c
E01004596,Wandsworth 020E,c,45,375,235,c
E01004597,Wandsworth 025C,c,25,355,405,c
E01004598,Wandsworth 025D,c,45,250,700,c
E01004599,Wandsworth 025E,c,15,430,145,c
E01004601,Wandsworth 018D,20,95,220,835,c
E01004602,Wandsworth 010C,30,90,210,455,c
E01004604,Wandsworth 006A,35,165,240,180,c
E01004605,Wandsworth 006B,10,95,305,435,c
E01004606,Wandsworth 006C,c,20,240,540,c
E01004607,Wandsworth 006D,20,160,205,330,c
E01004608,Wandsworth 006E,c,25,170,650,c
E01004609,Wandsworth 010E,c,45,205,875,c
E01004610,Wandsworth 033C,20,135,315,295,c
E01004611,Wandsworth 032B,c,65,370,145,c
E01004612,Wandsworth 032C,20,100,270,205,c
E01004613,Wandsworth 033D,20,110,275,355,c
E01004614,Wandsworth 034A,10,60,250,580,c
E01004615,Wandsworth 034B,20,20,135,615,c
E01004616,Wandsworth 034C,c,25,125,675,c
E01004617,Wandsworth 034D,10,45,275,460,c
E01004618,Wandsworth 032D,20,50,345,130,c
E01004619,Wandsworth 015E,65,205,40,230,c
E01004620,Wandsworth 019C,15,65,180,455,c
E01004621,Wandsworth 019D,35,105,130,470,c
E01004622,Wandsworth 024D,10,20,65,460,c
E01004623,Wandsworth 019E,10,45,340,340,c
E01004624,Wandsworth 024E,c,120,105,410,c
E01004625,Wandsworth 027E,20,210,215,35,c
E01004626,Wandsworth 027F,25,220,355,220,c
E01004627,Wandsworth 019F,c,25,265,355,c
E01004628,Wandsworth 022A,30,115,140,660,c
E01004629,Wandsworth 020F,75,265,10,290,c
E01004630,Wandsworth 022B,20,20,50,605,c
E01004631,Wandsworth 022C,35,50,95,625,c
E01004632,Wandsworth 028A,35,25,165,385,c
E01004633,Wandsworth 022D,c,c,25,590,c
E01004634,Wandsworth 028B,10,20,80,630,c
E01004635,Wandsworth 028C,25,45,205,430,c
E01004636,Wandsworth 028D,40,20,55,565,c
E01004637,Wandsworth 028E,40,75,25,475,c
E01004638,Wandsworth 011B,195,155,100,80,c
E01004639,Wandsworth 011C,75,45,130,575,c
E01004640,Wandsworth 011D,40,165,90,530,c
