ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490015607N1,Penhill Road,N0060491,Bexley,0.1181,51.43988,active
490015608W,Woodside Lane,E0034001,Blackfen,0.12735,51.44734,active
490015608E,Woodside Lane,E0034001,Blackfen,0.12908,51.44702,active
490015616N,Gibbon Road,E0034800,Nunhead,-0.05262,51.46836,active
490015617W,Millfield Theatre,E0034293,Edmonton,-0.08026,51.61663,active
490015638S,Sandal Road / Holy Cross School,E0034617,New Malden,-0.2613,51.39843,active
490015666N,Beech Way,E0034233,Selsdon/South Croydon,-0.0514,51.33434,active
490015670N,Leyton Mills,N0065232,Leyton,-0.01005,51.55541,active
490015681S,Fairway / Tudor Way,E0034134,Petts Wood,0.07727,51.38747,active
490015681NB1,Fairway / Tudor Way,E0034134,Petts Wood,0.077,51.38751,active
490015683W,Usher Road,E0034853,Old Ford,-0.02585,51.53199,active
490015683E,Usher Road,E0034853,Old Ford,-0.02609,51.53207,active
490015684W,Shetland Road,E0034838,Bow,-0.02899,51.53041,active
490015685E,Antill Road,E0034853,Old Ford,-0.03042,51.5302,active
490015686N,Leafy Grove,E0034113,Keston,0.03037,51.35963,active
490015686S,Leafy Grove,E0034113,Keston,0.03098,51.35912,active
490015698S,Lea Valley Road (EN3),E0034310,Ponders End,-0.03161,51.64554,active
490015699N,St Joan of Arc School,E0034570,Highbury,-0.09814,51.55644,active
490000805Y,Leamouth Road,N0061082,Leamouth,0.0003,51.50981,active
490000805Z,Leamouth Road,N0061082,Leamouth,0.0003,51.50981,active
490015701E,Brook Road Dudden Hill,E0034045,Dudden Hill,-0.23715,51.56022,active
490015701W,Brook Road Dudden Hill,E0034045,Dudden Hill,-0.23685,51.56016,active
490015704S,Dryfield Road,E0033949,Burnt Oak,-0.26539,51.61154,active
490015707W,Cromwell Avenue (N6),E0034169,Dartmouth Park,-0.1404,51.56953,active
490015707E,Cromwell Avenue (N6),E0034169,Dartmouth Park,-0.14112,51.56941,active
490015708N,Hornsey Lane Crouch End,E0034398,Crouch End,-0.13382,51.57322,active
490015708Z,Hornsey Lane Crouch End,E0034398,Crouch End,-0.13362,51.57316,active
490015709E,Fitzwarren Gardens,E0034398,Crouch End,-0.13618,51.5716,active
490015709W,Fitzwarren Gardens,E0034398,Crouch End,-0.13609,51.57155,active
490015711N,Buckstone Close,E0034795,Honor Oak,-0.05606,51.45032,active
490015711S,Buckstone Close,E0034795,Honor Oak,-0.05571,51.45035,active
490015712S,Brockley Way,E0034795,Honor Oak,-0.04626,51.45529,active
490015712N,Brockley Way,E0034795,Honor Oak,-0.04614,51.45574,active
490015713N,Dunstans Road,E0034795,Honor Oak,-0.06468,51.45137,active
490015713S,Dunstans Road,E0034795,Honor Oak,-0.06402,51.45084,active
490009794S2,Belvoir Road,E0034795,Honor Oak,-0.06579,51.44484,active
490015714N,Belvoir Road,E0034795,Honor Oak,-0.06551,51.44601,active
490015717N,Old Bromley,E0034661,Downham,-0.00314,51.42176,active
490015718W,Cherry Tree Lane,E0034469,Rainham,0.18511,51.52209,active
490015719S,Falmouth Gardens,N0060492,Redbridge,0.04376,51.58557,active
490015728W,Denham Road,E0034554,North Feltham,-0.40366,51.45463,active
490015730S,Feltham Assembly Hall,E0034554,North Feltham,-0.40622,51.45135,active
490006781N,Feltham Assembly Hall,E0034554,North Feltham,-0.40675,51.45071,active
490015753S,Greenhill Way / Lycee International,E0034064,Wembley Park,-0.27234,51.56692,active
490015753N,Greenhill Way / Lycee International,E0034064,Wembley Park,-0.2725,51.56689,active
490015769H,Lyndsey Park,N0075244,Preston,-0.28536,51.58221,active
490015769S,Lyndsey Park,N0075244,Preston,-0.2847,51.58251,active
490015783E,Low Hall Manor Business Centre,E0034881,Walthamstow,-0.0378,51.57492,active
490015783W,Low Hall Manor Business Centre,E0034881,Walthamstow,-0.03768,51.57473,active
490015787S,Marshalls Park Academy,N0075245,Rise Park,0.18281,51.59061,active
490015787N,Marshalls Park Academy,N0075245,Rise Park,0.18258,51.59057,active
490015788N,Heaton Avenue / Heaton Way,E0034455,Gidea Park,0.20952,51.59871,active
490015788S,Heaton Avenue / Heaton Way,E0034455,Gidea Park,0.21033,51.59897,active
490015789S,Wylie Veterinary Centre,E0034453,Cranham,0.25728,51.57357,active
490015789N,Wylie Veterinary Centre,E0034453,Cranham,0.25733,51.57396,active
490018905W,Barfield Road / Blackbrook Lane,E0034072,Bickley,0.05698,51.39929,active
490010292W,Norman Way,E0034247,Acton,-0.27305,51.51876,active
490015800E,Norman Way,E0034247,Acton,-0.2744,51.51869,active
490015829S,Grove Lane / Champion Park,N0060434,Camberwell,-0.08628,51.46792,active
490017358S,Pytchley Road,N0060437,East Dulwich,-0.08018,51.46403,active
490017358N,Pytchley Road,N0060437,East Dulwich,-0.07989,51.46433,active
490015831S,Holly Lodge Gardens,E0034169,Dartmouth Park,-0.1534,51.56667,active
490011003E,Grosvenor Road,E0034943,Pimlico,-0.1415,51.48521,active
490015832E,Grosvenor Road,E0034943,Pimlico,-0.14347,51.48552,active
490015833S,Chalk Pit Way,N0065114,Sutton,-0.18954,51.36127,active
490015834E,Derwent Avenue,E0034293,Edmonton,-0.0859,51.61294,active
490015835E,Plowman Cl / Wilbury Primary School,E0034293,Edmonton,-0.08368,51.61299,active
490015835W,Plowman Cl / Wilbury Primary School,E0034293,Edmonton,-0.08362,51.61287,active
490015836E,Wigston Close,E0034293,Edmonton,-0.07774,51.61193,active
490015836W,Wigston Close,E0034293,Edmonton,-0.07801,51.61179,active
490015837W,Bull Lane / North Middlesex Hospital,E0034293,Edmonton,-0.0746,51.61204,active
490015837Z,Bull Lane / North Middlesex Hospital,E0034293,Edmonton,-0.07565,51.6119,active
490015838Y,Hawthorn Road,E0034293,Edmonton,-0.07017,51.61192,active
490015838X,Hawthorn Road,E0034293,Edmonton,-0.07025,51.61212,active
490015839P,Somerset Road /North Middlesex,E0034293,Edmonton,-0.07031,51.6142,active
490015839U,Somerset Road /North Middlesex,E0034293,Edmonton,-0.07002,51.61408,active
490015845E,Bull Ring Gate,E0034943,Pimlico,-0.15478,51.48516,active
490015830S,Quorn Road,N0060434,Camberwell,-0.08141,51.46277,active
490015851S,Rio Cinema,E0034362,Shacklewell,-0.07531,51.55026,active
490015851T,Rio Cinema,E0034362,Shacklewell,-0.07511,51.5501,active
490015852N,Lealand Road,N0061136,South Tottenham,-0.07309,51.57852,active
490015854Z,Grasmere Avenue / Kenton,N0075244,Preston,-0.30943,51.57528,active
490015854Y,Grasmere Avenue / Kenton,N0075244,Preston,-0.3096,51.57489,active
490018762W,Belvue Road,E0034270,Northolt,-0.36829,51.54684,active
490015886E,Bordars Walk,E0034263,Greenford,-0.33955,51.52204,active
490015886W,Bordars Walk,E0034263,Greenford,-0.3386,51.52206,active
490015887S,Cheyne Path,E0034280,West Ealing,-0.33065,51.52114,active
490015888N,Stafford Court,E0034280,West Ealing,-0.33045,51.51899,active
490015888S,Framfield Road,E0034266,Hanwell,-0.33021,51.51884,active
490015889N,Framfield Road,E0034266,Hanwell,-0.33169,51.51789,active
490015887N,Radnor Court,E0034280,West Ealing,-0.33075,51.52085,active
490015891N,Medway Parade,E0034263,Greenford,-0.33326,51.53463,active
490015891S,Medway Parade,E0034263,Greenford,-0.33287,51.53459,active
490015894N,Cotmandene Crescent,E0034149,St Pauls Cray,0.10403,51.40519,active
490015894S,Cotmandene Crescent,E0034149,St Pauls Cray,0.10429,51.4055,active
490015896W,Stirling Drive,E0034082,Chelsfield,0.10936,51.35784,active
490015896E,Stirling Drive,E0034082,Chelsfield,0.10921,51.35812,active
490015897S,Waring Drive,E0034104,Green Street Green,0.09403,51.35474,active
490015899G,Farnborough Hill,E0034104,Green Street Green,0.08927,51.35555,active
490015898W,Farnborough Hill,E0034104,Green Street Green,0.08996,51.35586,active
490000807Z,St John Bosco College,E0034886,Battersea,-0.17216,51.47502,active
490015900NW,Rycroft Road,E0034134,Petts Wood,0.0744,51.38392,active
490015902SE,Ash Row,E0034147,Southborough,0.05813,51.3861,active
490015961E,Palmarsh Close,E0034148,St Mary Cray,0.12384,51.39207,active
490015962E,Murray Road,E0034148,St Mary Cray,0.10966,51.39726,active
490015965E,Broomwood Road,N0077644,Clapham South,-0.15438,51.45657,active
490015965W,Broomwood Road,N0077644,Clapham South,-0.15458,51.4564,active
490012082A,West Hampstead Station / Broadhurst Gardens,E0034188,West Hampstead,-0.19142,51.54587,active
490016015N,Winterbourne Road,N0060430,Becontree,0.12505,51.56005,active
490016045W,Iver Lane,E0034481,Cowley,-0.48379,51.52963,active
490016059W1,London Rd /St Anthony's Hosp,E0034824,North Cheam,-0.2193,51.37841,active
490016060E,London Road / St Anthony's Hospital,E0034824,North Cheam,-0.21897,51.3784,active
490016065W,Broomfield Road,N0065151,Elmers End,-0.04008,51.39877,active
490016069E,Morden Hall Park / Surrey Arms,N0060477,Morden,-0.18356,51.40011,active
490016072E1,Elmhurst Drive,E0034461,Heath Park,0.20876,51.57071,active
490016072N,Elmhurst Drive,E0034461,Heath Park,0.20869,51.57059,active
490016077S,Grosvenor Drive,E0034462,Hornchurch,0.20869,51.5642,active
490016091E,Farm Avenue (HA0),E0034061,Sudbury,-0.30994,51.54978,active
490015430W,Ealing Road Wembley,E0034063,Wembley,-0.29751,51.55006,active
490016092E,Ealing Road Wembley,E0034063,Wembley,-0.29921,51.55053,active
490016093W,Swinderby Road,E0034063,Wembley,-0.30014,51.55027,active
490016094W,Fernwood Avenue,E0034061,Sudbury,-0.31084,51.54978,active
490012082B,Compayne Gardens,E0034188,West Hampstead,-0.19151,51.54535,active
490016100N,Lovibonds Avenue,E0034118,Locksbottom,0.06323,51.3648,active
490016100S,Lovibonds Avenue,E0034118,Locksbottom,0.0634,51.36489,active
490016102E1,Harley Gardens,E0034097,Farnborough,0.08416,51.36273,active
490016102W1,Harley Gardens,E0034097,Farnborough,0.08486,51.36055,active
490008162S,Highgate Wood Fortis Green,E0034400,Fortis Green,-0.1518,51.57975,active
490016116S,Highgate Wood Fortis Green,E0034400,Fortis Green,-0.15518,51.58119,active
490016149E,Ebenezer Walk,E0034646,Streatham Vale,-0.14521,51.41074,active
490016149W,Ebenezer Walk,E0034646,Streatham Vale,-0.1461,51.41095,active
490016153S,Warwick Road,N0075224,Coulsdon,-0.13786,51.32546,active
490016153N,Warwick Road,N0075224,Coulsdon,-0.13823,51.32577,active
490016161S,St Martin's Place,N0077691,Leicester Square,-0.12787,51.50985,active
490016162W,St Mark's C Of E Academy Playing Fields,E0034687,Mitcham,-0.15262,51.4091,active
490016162N,St Mark's C Of E Academy Playing Fields,E0034687,Mitcham,-0.15197,51.40948,active
490016169W,Shirley Ambulance Station,E0034234,Shirley,-0.05892,51.37801,active
490016170N1,Molesworth Street / Riverdale House,N0060462,Lewisham,-0.01314,51.46055,active
490016170Z,Molesworth Street / Riverdale House,N0060462,Lewisham,-0.01331,51.46284,active
490016174S,Bromley High School,E0034147,Southborough,0.05525,51.39471,active
490016174N,Bromley High School,E0034147,Southborough,0.05503,51.39465,active
490016194E,Montrose Avenue (DA16),N0060442,Falconwood,0.08392,51.46179,active
490016194W,Montrose Avenue (DA16),N0060442,Falconwood,0.08352,51.46158,active
490015178A,Old Farm Avenue,E0034030,Sidcup,0.1021,51.43514,active
490000828Y,Hayes Town Centre,E0034494,Hayes Town,-0.41886,51.50654,active
490000828Z,Hayes Town Centre,E0034494,Hayes Town,-0.41909,51.50681,active
490016207E,Welling Way / Sherwood Road,N0060442,Falconwood,0.08856,51.46253,active
490016207W,Welling Way / Sherwood Road,N0060442,Falconwood,0.08817,51.4623,active
490016220W,Ladysmith Road Bruce Grove,N0065127,Bruce Grove,-0.06666,51.59474,active
490016225S,Halefield Road,N0061137,Northumberland Park,-0.05701,51.59742,active
490016225N,Halefield Road,N0061137,Northumberland Park,-0.05724,51.59727,active
490016228N,Boutflower Road,E0034892,Clapham Junction,-0.17174,51.46074,active
490016229E,Bexley Road / Crown Woods School,E0034322,Avery Hill,0.07663,51.45166,active
490016230S,Warminster Way,E0034687,Mitcham,-0.14815,51.41026,active
490016230N,Warminster Way,E0034687,Mitcham,-0.14747,51.41056,active
490016150E,Warminster Way,E0034687,Mitcham,-0.14596,51.4091,active
490016231S,Eastfields Rd / Mitcham Eastfields Stn,E0034687,Mitcham,-0.15533,51.40814,active
490016233N,Henrietta Barnett School,N0065158,Hampstead Garden Suburb,-0.18779,51.5816,active
490016233Z,Henrietta Barnett School,N0065158,Hampstead Garden Suburb,-0.18758,51.58224,active
490014682S,Ingram Avenue,N0065158,Hampstead Garden Suburb,-0.18083,51.57383,active
490016235S,Ingram Avenue,N0065158,Hampstead Garden Suburb,-0.17784,51.57395,active
490016252E,Wimbledon Tennis Club & Museum,E0034696,Wimbledon Park,-0.21407,51.43618,active
490016252S,Wimbledon Tennis Club & Museum,E0034696,Wimbledon Park,-0.21332,51.43505,active
490016252N,Wimbledon Tennis Club & Museum,E0034696,Wimbledon Park,-0.21321,51.4347,active
490016252Z,Wimbledon Tennis Club & Museum,E0034696,Wimbledon Park,-0.21321,51.4347,active
490016253N,Thackeray Avenue,N0065127,Bruce Grove,-0.06288,51.59489,active
490016256S,Somerset Road (SW19),E0034695,Wimbledon,-0.21228,51.43013,active
490016260N,Somerset Road (SW19),E0034695,Wimbledon,-0.21266,51.42949,active
490016257N,Belvedere Avenue,E0034695,Wimbledon,-0.21487,51.42746,active
490016257S,Belvedere Avenue,E0034695,Wimbledon,-0.21467,51.42743,active
490016263RW,Prince Consort Road / Imperial College,N0065171,Knightsbridge,-0.17901,51.49975,active
490016264E,Samson Street,E0034709,Plaistow,0.03393,51.52897,active
490016265W,Chargeable Lane,E0034709,Plaistow,0.02134,51.52156,active
490016269W,Hotspur Street,N0065165,Kennington,-0.11205,51.48947,active
490016270N,Mary Lee Way,E0034633,Lambeth,-0.11394,51.48982,active
490016270W,Mary Lee Way,E0034633,Lambeth,-0.11495,51.4901,active
490016271E,Tyers Street,E0034633,Lambeth,-0.11742,51.49124,active
490016271W,Tyers Street,E0034633,Lambeth,-0.11754,51.49113,active
490016272S,Eastcote Methodist Church,N0075227,Eastcote Village,-0.40383,51.58541,active
490016275J,Falcon Lane,E0034892,Clapham Junction,-0.16565,51.46434,active
490016288S,Mount Pleasant Hill,E0034372,Upper Clapton,-0.05219,51.56401,active
490016288N,Mount Pleasant Hill,E0034372,Upper Clapton,-0.05226,51.56443,active
490016289N,Leaside Road,E0034372,Upper Clapton,-0.05087,51.56645,active
490016289S,Leaside Road,E0034372,Upper Clapton,-0.05092,51.56601,active
490016290W,Mount Pleasant Lane,E0034372,Upper Clapton,-0.05492,51.56599,active
490016290E,Mount Pleasant Lane,E0034372,Upper Clapton,-0.05511,51.56617,active
490016291E,Warwick Grove / Wigan Estate,E0034372,Upper Clapton,-0.059,51.56597,active
490016291W,Upper Clapton Road,E0034372,Upper Clapton,-0.05897,51.56585,active
490016292E,Upper Clapton Road,E0034372,Upper Clapton,-0.06128,51.56603,active
490016293W,Fountayne Road,E0034372,Upper Clapton,-0.0639,51.56579,active
490016293E,Fountayne Road,E0034372,Upper Clapton,-0.06422,51.56587,active
490016295E,Clissold Road,E0034369,Stoke Newington,-0.08623,51.56019,active
490016295W,Clissold Road,E0034369,Stoke Newington,-0.08647,51.55991,active
490016296W,Clissold Cres /Stoke Newington,E0034369,Stoke Newington,-0.08871,51.55814,active
490016296E,Clissold Cres /Stoke Newington,E0034369,Stoke Newington,-0.08917,51.55828,active
490016297N,Highbury Quadrant,E0034570,Highbury,-0.09238,51.55789,active
490016297S,Highbury Quadrant,E0034570,Highbury,-0.09205,51.55797,active
490016298S,Balfour Road / Crowfield House,E0034570,Highbury,-0.09237,51.55577,active
490016298N,Balfour Road / Crowfield House,E0034570,Highbury,-0.09254,51.55583,active
490016299S,Balfour Road/ Athenaeum Court,E0034570,Highbury,-0.092,51.5529,active
490000829Z,Lyttleton Road,E0033958,East Finchley,-0.16827,51.58323,active
490016300S,Beresford Terrace / Highbury Estate,E0034570,Highbury,-0.09317,51.5502,active
490016300N,Beresford Terrace / Highbury Estate,E0034570,Highbury,-0.09255,51.5505,active
490016302E,Dulverton Road (HA4),N0075248,Ruislip Manor,-0.40846,51.57144,active
490016302W,Dulverton Road (HA4),N0075248,Ruislip Manor,-0.40857,51.57123,active
490016303N,Anne Boleyn's Walk,E0034817,Cheam,-0.21828,51.35727,active
490016304W,Merton Abbey,N0060499,Merton,-0.18114,51.41416,active
490016304E,Merton Abbey,N0060499,Merton,-0.18022,51.41437,active
490016306W,Kingsway Road,E0034817,Cheam,-0.21659,51.35672,active
490016307N,Hurst Lane,E0034321,Abbey Wood,0.1264,51.48214,active
490016307S,Hurst Lane,E0034321,Abbey Wood,0.12636,51.48235,active
490016308S,Woodland Way Thamesmead,N0075253,Thamesmead South,0.12577,51.48792,active
490016308N,Woodland Way Thamesmead,N0075253,Thamesmead South,0.12541,51.4882,active
490014504W,Winchester Street,E0034943,Pimlico,-0.14218,51.48758,active
490016309E,Winchester Street,E0034943,Pimlico,-0.14185,51.48774,active
490016313E,Draycott Place,E0034585,Brompton,-0.16268,51.49144,active
490016310W,Draycott Place,E0034585,Brompton,-0.16174,51.49188,active
490016312S,Fulham Road (SW3),E0034602,South Kensington,-0.16843,51.4934,active
490016312N,Fulham Road (SW3),E0034602,South Kensington,-0.16845,51.49325,active
490016314S,Harrow Road (E11),E0034875,Leytonstone,0.00718,51.55878,active
490016315S,Trafalgar Way,E0034837,Blackwall,-0.01082,51.50565,active
490016323E,South Lodge Avenue / Yorkshire Road,E0034687,Mitcham,-0.12809,51.39893,active
490016326S,Kew Retail Park,N0077687,Kew Gardens,-0.28005,51.47867,active
490016327N,West Park Road,N0060460,Kew,-0.28124,51.4762,active
490016327S,West Park Road,N0060460,Kew,-0.28141,51.47595,active
490016328W,Courtlands Avenue,N0060460,Kew,-0.27925,51.47452,active
490016328S,Courtlands Avenue,N0060460,Kew,-0.27704,51.47373,active
490016329N,Chalkers Corner,N0060460,Kew,-0.27689,51.46952,active
490016329S,Chalkers Corner,N0060460,Kew,-0.2767,51.46951,active
490016330S1,Northumberland Park Rail Depot,N0061137,Northumberland Park,-0.05541,51.59619,active
490016330N1,Northumberland Park Rail Depot,N0061137,Northumberland Park,-0.05475,51.5971,active
490016331S,Burdock Road / Lea Valley Technopark,E0034413,Tottenham Hale,-0.05937,51.59132,active
490016331N,Burdock Road / Lea Valley Technopark,E0034413,Tottenham Hale,-0.06007,51.59033,active
490016330S,Stonebridge Lock,N0061137,Northumberland Park,-0.05236,51.59809,active
490016349E,Ackroyd Drive,E0034839,Bow Common,-0.02613,51.52037,active
490016349X,Ackroyd Drive,E0034839,Bow Common,-0.02611,51.5202,active
490016350E,St Pauls Way Trust School,E0034839,Bow Common,-0.02347,51.51874,active
490016350W,St Pauls Way Trust School,E0034839,Bow Common,-0.02378,51.5192,active
490016351E,Watts Grove,E0034839,Bow Common,-0.02041,51.52,active
490016351W,Watts Grove,E0034839,Bow Common,-0.02018,51.52002,active
490016352S,Prologis Park Bromley-by-Bow,N0075217,Bromley,-0.00517,51.52317,active
490016352N,Prologis Park Bromley-by-Bow,N0075217,Bromley,-0.00537,51.5232,active
490016354E,North Crescent Business Centre,E0034701,Canning Town,0.00109,51.52123,active
490016356S,Barking Road / Manor Road,E0034701,Canning Town,0.00768,51.51675,active
490016357W,Kingsland Road,E0034350,Haggerston,-0.07599,51.53439,active
490016358E,Richmond Road /Martello Street,N0060500,Hackney,-0.05644,51.54348,active
490016359W,Greenwood Road /Morland Est,N0065144,Dalston,-0.06374,51.5432,active
490016360S,Middleton Road Dalston,N0065144,Dalston,-0.06287,51.53995,active
490016360N,Middleton Road Dalston,N0065144,Dalston,-0.06342,51.54055,active
490016361N,Sheep Lane,E0034350,Haggerston,-0.05971,51.53642,active
490016361S,Sheep Lane,E0034350,Haggerston,-0.0597,51.53599,active
490016362W,Andrews Road,E0034834,Bethnal Green,-0.05963,51.53429,active
490016363N,Pritchard's Road,E0034350,Haggerston,-0.06275,51.53533,active
490016363S,Pritchard's Road,E0034350,Haggerston,-0.06253,51.53535,active
490016364E,Nicholl Street,E0034350,Haggerston,-0.06579,51.53503,active
490016364W,Nicholl Street,E0034350,Haggerston,-0.06658,51.53497,active
490016365W,Thurtle Road,E0034350,Haggerston,-0.0722,51.5348,active
490016365E,Thurtle Road,E0034350,Haggerston,-0.07157,51.53505,active
490016367W,Buckland Street,E0034353,Hoxton,-0.08348,51.53223,active
490016367E,Buckland Street,E0034353,Hoxton,-0.08425,51.53233,active
490016368W,New North Road Hoxton,E0034353,Hoxton,-0.08611,51.53168,active
490016369W,Murray Grove / Provost Estate,E0034353,Hoxton,-0.08752,51.53104,active
490016370W,Bletchley Street,E0034353,Hoxton,-0.09071,51.53067,active
490016370E,Bletchley Street,E0034353,Hoxton,-0.09087,51.53179,active
490016371N,Shoreditch Police Station,E0034353,Hoxton,-0.09207,51.52894,active
490016371S,Shoreditch Police Station,E0034353,Hoxton,-0.09206,51.52935,active
490016372N,Murray Grove Hoxton,E0034353,Hoxton,-0.09275,51.53085,active
490016373N,Cropley Street,E0034353,Hoxton,-0.08995,51.53257,active
490016374E,New North Road,E0034353,Hoxton,-0.08869,51.53372,active
490016378E,Ada Street,E0034350,Haggerston,-0.06157,51.53574,active
490016379S,Brabazon Road / Cranford Lane,E0034531,Cranford,-0.40048,51.48417,active
490016379N,Brabazon Road / Cranford Lane,E0034531,Cranford,-0.40069,51.48442,active
490016380N,Bleriot Road,E0034531,Cranford,-0.39998,51.4828,active
490016380S,Bleriot Road,E0034531,Cranford,-0.39977,51.48269,active
490016381W,Johnson Road,E0034531,Cranford,-0.39731,51.48136,active
490016381E,Johnson Road,E0034531,Cranford,-0.39727,51.48145,active
490016382W,Alcock Road,E0034531,Cranford,-0.39464,51.48244,active
490016382N,Alcock Road,E0034531,Cranford,-0.39554,51.48185,active
490016383S,Armytage Road,E0034531,Cranford,-0.39389,51.48321,active
490016383N,Armytage Road,E0034531,Cranford,-0.39411,51.48273,active
490016384S,Speart Lane,E0034543,Heston,-0.38669,51.48308,active
490016384N,Speart Lane,E0034543,Heston,-0.38654,51.48344,active
490016385N,Blackthorn Court,E0034543,Heston,-0.38757,51.48208,active
490016385S,Blackthorn Court,E0034543,Heston,-0.38767,51.4817,active
490016386E,Victoria Gardens,E0034543,Heston,-0.38813,51.4804,active
490016386W,Victoria Gardens,E0034543,Heston,-0.38815,51.48032,active
490016387E,Beaufort Gardens (TW5),E0034543,Heston,-0.38503,51.47965,active
490016387W,Beaufort Gardens (TW5),E0034543,Heston,-0.38458,51.47947,active
490016388W,Vicarage Farm Road /The Warren,E0034543,Heston,-0.38008,51.48118,active
490016388E,Vicarage Farm Road /The Warren,E0034543,Heston,-0.37975,51.48125,active
490016389W,Sutton Way,E0034543,Heston,-0.37569,51.48069,active
490016389E,Sutton Way,E0034543,Heston,-0.37529,51.48069,active
490016390E,Spring Grove Crescent,N0077683,Hounslow East,-0.35646,51.47684,active
490016391W,Worton Gardens,E0034548,Lampton,-0.35012,51.47606,active
490016392E,Witham Road,E0034548,Lampton,-0.34813,51.47617,active
490016392W,Witham Road,E0034548,Lampton,-0.34665,51.47599,active
490016393S2,Eversley Crescent,E0034561,Spring Grove,-0.34535,51.47787,active
490016393N,Eversley Crescent,E0034561,Spring Grove,-0.34558,51.47748,active
490016394S,Thornbury Avenue/Great West Rd,E0034557,Osterley,-0.34691,51.48123,active
490016394N,Thornbury Avenue/Great West Rd,E0034557,Osterley,-0.34668,51.48048,active
490016395W,Osterley Library St Marys Cres,E0034557,Osterley,-0.34557,51.4826,active
490016395E,Osterley Library St Marys Cres,E0034557,Osterley,-0.34597,51.48264,active
490016396W,Jersey Gardens,E0034557,Osterley,-0.34343,51.48317,active
490016396E,Jersey Gardens,E0034557,Osterley,-0.34375,51.48315,active
490016397S,Ridgeway Road,E0034557,Osterley,-0.34266,51.48448,active
490016397N,Ridgeway Road,E0034557,Osterley,-0.34246,51.48396,active
490016398E,Jersey Road,E0034557,Osterley,-0.3414,51.48716,active
490016398W,Jersey Road,E0034557,Osterley,-0.3412,51.4873,active
490016399S,Conquest Club,E0034557,Osterley,-0.3389,51.48525,active
490016399N,Conquest Club,E0034557,Osterley,-0.33879,51.48513,active
490000830E,Hill Rise / East Finchley,N0065158,Hampstead Garden Suburb,-0.18317,51.588,active
490016400S,Braybourne Drive / Great West Road,E0034557,Osterley,-0.33724,51.48352,active
490016400N,Braybourne Drive / Great West Road,E0034557,Osterley,-0.33735,51.48348,active
490016401S,Borough Road (TW7),E0034557,Osterley,-0.33546,51.48019,active
490016401N,Borough Road (TW7),E0034557,Osterley,-0.33608,51.48119,active
490016402N,London Road (TW7),E0034561,Spring Grove,-0.33132,51.47561,active
490016403S,Alton Close,E0034561,Spring Grove,-0.33077,51.47531,active
490016404N,Alton Close,E0034561,Spring Grove,-0.32974,51.47465,active
490016405N,Parkwood Road,E0034561,Spring Grove,-0.33374,51.47758,active
490016406N,Wood Lane Railway Bridge,E0034557,Osterley,-0.33983,51.48638,active
490016407E,Ormond Drive,E0034759,Hampton,-0.36041,51.42217,active
490016407W,Ormond Drive,E0034759,Hampton,-0.35984,51.42195,active
490016411S,Dulwich Village School,N0060436,Dulwich Village,-0.08684,51.452,active
490016411N,Dulwich Village School,N0060436,Dulwich Village,-0.08678,51.45172,active
490016413S,Dulwich Picture Gallery,N0060436,Dulwich Village,-0.08536,51.44673,active
490016413N,Dulwich Picture Gallery,N0060436,Dulwich Village,-0.08556,51.44579,active
490016412S,Dulwich Village,N0060436,Dulwich Village,-0.0851,51.45022,active
490016415N,Dulwich Village,N0060436,Dulwich Village,-0.08557,51.44842,active
490016416J,Brent Cross Centre / North Circular Road,N0077635,Brent Cross,-0.21954,51.57627,active
490016416K,Brent Cross Centre / North Circular Road,N0077635,Brent Cross,-0.21847,51.57634,active
490016419W,Brookfield Road,N0065201,South Hackney,-0.0354,51.54321,active
490016420W,Gascoyne Road (E9),N0065201,South Hackney,-0.03861,51.54072,active
490016421W,Wetherell Road,N0065201,South Hackney,-0.04161,51.53888,active
490016423W,Skipworth Road,N0065201,South Hackney,-0.04869,51.53733,active
490016424W,Fremont Street,N0065201,South Hackney,-0.05409,51.53636,active
490016425WA,Gerrard Place / Chinatown,E0034948,Soho,-0.13039,51.51268,active
490016426W,Ferns Close,E0034233,Selsdon/South Croydon,-0.06536,51.34168,active
490016426E,Ferns Close,E0034233,Selsdon/South Croydon,-0.06637,51.34125,active
490016444HN,Queens Hospital,E0034470,Romford,0.18114,51.56877,active
490016444HM,Queens Hospital,E0034470,Romford,0.18124,51.56861,active
490016444HL,Queens Hospital,E0034470,Romford,0.18181,51.5685,active
490016444HK,Queens Hospital,E0034470,Romford,0.18135,51.56851,active
490016444HJ,Queens Hospital,E0034470,Romford,0.18101,51.56867,active
490016448S,Reedham Drive,E0034228,Purley,-0.1222,51.32788,active
490016448N,Reedham Drive,E0034228,Purley,-0.12266,51.32898,active
490016452N,Marne Avenue,E0033948,Brunswick Park,-0.14339,51.61975,active
490016453S,Darwin Close,E0033948,Brunswick Park,-0.14498,51.6215,active
490016453N,Darwin Close,E0033948,Brunswick Park,-0.14484,51.62122,active
490016454S,Brunswick Avenue (N11),E0033948,Brunswick Park,-0.14709,51.62413,active
490016454N,Brunswick Avenue (N11),E0033948,Brunswick Park,-0.1475,51.62372,active
490016455S,North London Business Park,E0033948,Brunswick Park,-0.14837,51.62685,active
490016455N,North London Business Park,E0033948,Brunswick Park,-0.14815,51.62596,active
490016456S,Dollis Road,N0075222,Church End,-0.19914,51.60487,active
490016456N,Dollis Road,N0075222,Church End,-0.19831,51.60432,active
